sku,name,category,function,relatives,designer,image,gridorder,neworder
JN5025,Caddo Large Linear Lantern,Ceiling > Linear,Linear,Caddo,Julie Neill,https://www.circalighting.com/media/catalog/product/j/n/jn5025swgcg_1.png,2936.0000,,
JN5030,Clarice Large Chandelier,Ceiling > Chandelier,Chandelier,Clarice,Julie Neill,https://www.circalighting.com/media/catalog/product/j/n/jn5030cgabl_1.png,1378.0000,,
JN5045,Ingrid Tall Chandelier,Ceiling > Lantern,Lantern,Ingrid2,Julie Neill,https://www.circalighting.com/media/catalog/product/j/n/jn5045bslg_1.png,1920.0000,,
JN5046,Ingrid Chandelier,Ceiling > Lantern,Lantern,Ingrid2,Julie Neill,https://www.circalighting.com/media/catalog/product/j/n/jn5046whtg_1.png,1916.0000,,
JN5051,Lucia Medium Pendant,Ceiling > Pendant,Pendant,Lucia,Julie Neill,https://www.circalighting.com/media/catalog/product/j/n/jn5051whtgcg_1.png,2912.0000,,
JN5063,Luna Medium Chandelier,Ceiling > Chandelier,Chandelier,Luna,Julie Neill,https://www.circalighting.com/media/catalog/product/j/n/jn5063wht_1.png,1833.0000,,
ARN2009,Clarkson Medium Narrow Sconce,Wall > Decorative,Decorative,Clarkson,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn2009habwht_1.png,4437.0000,,
ARN2042,Lancelot Pivoting Light,Wall > Task,Functional,Lancelot,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn2042pn_1.png,4685.0000,,
ARN2307,Arabelle Small Sconce,Wall > Decorative,Decorative,Arabelle,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn2307g_1.png,4424.0000,,
ARN2400,Ezra Medium Bath Sconce,Wall > Bath,Bath,Ezra,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn2400pnwg_1.png,5059.0000,,
ARN2401,Ezra Large Bath Sconce,Wall > Bath,Bath,Ezra,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn2401pnwg_1.png,5062.0000,,
ARN2450,Gabriela Round Wall Washer,Wall > Decorative,Decorative,Gabriela,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn2450ai_1.png,4347.0000,,
ARN2920,Dominica Rectangle Sconce,Wall > Decorative,Decorative,Dominica,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn2920galb_1.png,4469.0000,,
ARN3609,Darina Large Table Lamp,Table > Decorative,Decorative,Darina,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn3609vil_1.png,365.0000,,
ARN3615,Nicolae Large Table Lamp,Table > Decorative,Decorative,Nicolae,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn3615bbkl_1.png,371.0000,,
ARN3621,Fanette Large Table Lamp,Table > Decorative,Decorative,Fanette,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn3621mwtl_1.png,388.0000,,
ARN3638,Sumava Medium Table Lamp,Table > Decorative,Decorative,Sumava,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn3638blll_1.png,342.0000,,
ARN5032,Clarkson Medium Narrow Pendant,Ceiling > Pendant,Pendant,Clarkson,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn5032habblk_1.png,2355.0000,,
ARN5121,Sanger Grande Chandelier,Ceiling > Chandelier,Chandelier,Sanger,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn5121pncg_1.png,1267.0000,,
ARN5123,Bonnington Small Pendant,Ceiling > Pendant,Pendant,Bonnington,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn5123habcg_1.png,2884.0000,,
ARN5127,Bonnington Large Linear Chandelier,Ceiling > Linear,Linear,Bonnington,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn5127habcg_1.png,2838.0000,,
ARN5135,Caia Globe Pendant,Ceiling > Pendant,Pendant,Caia,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn5135habcg_1.png,2907.0000,,
BBL1070,Swing Articulating Floor Lamp,Floor > Decorative,Decorative,Swing,Barbara Barry,https://www.circalighting.com/media/catalog/product/b/b/bbl1070sbl_1.png,1136.0000,,
BBL2150,Lightwell Small Rotating Sconce,Wall > Decorative,Decorative,Lightwell,Barbara Barry,https://www.circalighting.com/media/catalog/product/b/b/bbl2150sbwht_1.png,4342.0000,,
BBL3601,Chado Large Table Lamp,Table > Decorative,Decorative,Chado,Barbara Barry,https://www.circalighting.com/media/catalog/product/b/b/bbl3601shgl_1.png,164.0000,,
JN5005,Alberto Medium Chandelier,Ceiling > Chandelier,Chandelier,Alberto,Julie Neill,https://www.circalighting.com/media/catalog/product/j/n/jn5005agl_1.png,1346.0000,,
JN5015,Aspra Medium Chandelier,Ceiling > Chandelier,Chandelier,Aspra,Julie Neill,https://www.circalighting.com/media/catalog/product/j/n/jn5015gcg_1.png,1412.0000,,
JN5016,Entellina Chandelier,Ceiling > Chandelier,Chandelier,Entellina,Julie Neill,https://www.circalighting.com/media/catalog/product/j/n/jn5016vwgcg_1.png,1447.0000,,
ARN5272,Margita Medium Chandelier,Ceiling > Chandelier,Chandelier,Margita,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn5272habwg_1.png,1625.0000,,
BBL3901,Athens Large Table Lamp,Table > Decorative,Decorative,Athens,Barbara Barry,https://www.circalighting.com/media/catalog/product/b/b/bbl3901ivol_1.png,167.0000,,
BBL5013,Carousel Medium Tapered Lantern,Ceiling > Lantern,Lantern,Carousel,Barbara Barry,https://www.circalighting.com/media/catalog/product/b/b/bbl5013sbl_1.png,2115.0000,,
BBL5110,Simple Banded Hanging Shade,Ceiling > Hanging Shade,Hanging Shade,Simple Banded,Barbara Barry,https://www.circalighting.com/media/catalog/product/b/b/bbl5110sss_1.png,2278.0000,,
JN1002,Alberto Large Floor Lamp,Floor > Decorative,Decorative,Alberto,Julie Neill,https://www.circalighting.com/media/catalog/product/j/n/jn1002pwl_1.png,892.0000,,
JN2002,Alberto Medium Sconce,Wall > Decorative,Decorative,Alberto,Julie Neill,https://www.circalighting.com/media/catalog/product/j/n/jn2002pw_1.png,3755.0000,,
JN2016,Entellina Sconce,Wall > Decorative,Decorative,Entellina,Julie Neill,https://www.circalighting.com/media/catalog/product/j/n/jn2016vwgcg_1.png,3551.0000,,
JN2020,Caddo Lantern Sconce,Wall > Decorative,Decorative,Caddo,Julie Neill,https://www.circalighting.com/media/catalog/product/j/n/jn2020mbkgcg_1.png,4542.0000,,
JN2030,Clarice Double Sconce,Wall > Decorative,Decorative,Clarice,Julie Neill,https://www.circalighting.com/media/catalog/product/j/n/jn2030cgabl_1.png,3533.0000,,
JN2070,Mandeville Sconce,Wall > Decorative,Decorative,Mandeville,Julie Neill,https://www.circalighting.com/media/catalog/product/j/n/jn2070pw_1.png,3734.0000,,
JN3002,Alberto Large Table Lamp,Table > Decorative,Decorative,Alberto,Julie Neill,https://www.circalighting.com/media/catalog/product/j/n/jn3002agll_1.png,536.0000,,
JN3010,Amphora Table Lamp,Table > Decorative,Decorative,Amphora2,Julie Neill,https://www.circalighting.com/media/catalog/product/j/n/jn3010vwgl_1.png,654.0000,,
JN3011,Capriva Large Table Lamp,Table > Decorative,Decorative,Capriva,Julie Neill,https://www.circalighting.com/media/catalog/product/j/n/jn3011vwl_1.png,643.0000,,
JN3701,Treviso Large Table Lamp,Table > Decorative,Decorative,Treviso,Julie Neill,https://www.circalighting.com/media/catalog/product/j/n/jn3701whtl_1.png,110.0000,,
KW1130,Zephyr Large Floor Light,Floor > Decorative,Decorative,Zephyr,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw1130ail_1.png,1114.0000,,
KW1420,Lucien Adjustable Floor Lamp,Floor > Task,Functional,Lucien,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw1420pn_1.png,5644.0000,,
KW2271,Nouvel Small Sconce,Wall > Decorative,Decorative,Nouvel,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw2271pnwg_1.png,4541.0000,,
KW2420,Lucien Functional Wall Light,Wall > Task,Functional,Lucien,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw2420ab_1.png,4683.0000,,
KW3640,Pastiche Large Table Lamp,Table > Decorative,Decorative,Pastiche,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw3640ivol_1.png,406.0000,,
KW3661,Miramar Table Lamp,Table > Decorative,Decorative,Miramar2,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw3661prwab_1.png,403.0000,,
KW2280,Rousseau Small Bath Sconce,Wall > Decorative,Decorative,Rousseau,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw2280pnsg_1.png,3645.0000,,
KW2281,Rousseau Medium Bath Sconce,Wall > Decorative,Decorative,Rousseau,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw2281abec_1.png,3650.0000,,
KW2282,Rousseau Medium Vanity Sconce,Wall > Decorative,Decorative,Rousseau,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw2282bzec_1.png,3638.0000,,
KW2283,Rousseau Double Wall Sconce,Wall > Decorative,Decorative,Rousseau,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw2283abec_1.png,3657.0000,,
KW4270,Tableau Petite Flush Mount,Ceiling > Flush Mount,Flush Mount,Tableau,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw4270abvg_1.png,3375.0000,,
KW4271,Tableau Medium Flush Mount,Ceiling > Flush Mount,Flush Mount,Tableau,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw4271bzcg_1.png,3378.0000,,
KW4280,Nouvel Medium Flush Mount,Ceiling > Flush Mount,Flush Mount,Nouvel,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw4280bzabwg_1.png,3163.0000,,
KW5182,Strada Large Linear Chandelier,Ceiling > Linear,Linear,Strada,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw5182g_1.png,2835.0000,,
KW5570,Nouvel Small Pendant,Ceiling > Pendant,Pendant,Nouvel,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw5570bzabwg_1.png,2484.0000,,
KW5580,Rousseau Small Chandelier,Ceiling > Chandelier,Chandelier,Rousseau,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw5580pnsg_1.png,1653.0000,,
KW5581,Rousseau Medium Chandelier,Ceiling > Chandelier,Chandelier,Rousseau,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw5581abec_1.png,1659.0000,,
KW5585,Rousseau Large Oval Chandelier,Ceiling > Chandelier,Chandelier,Rousseau,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw5585abec_1.png,1663.0000,,
KW5586,Rousseau Single Pendant,Ceiling > Pendant,Pendant,Rousseau,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw5586abec_1.png,2870.0000,,
KW5587,Rousseau Grande Articulating Chandelier,Ceiling > Chandelier,Chandelier,Rousseau,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw5587abec_1.png,1647.0000,,
JN3903,Versa Large Table Lamp,Table > Decorative,Decorative,Versa,Julie Neill,https://www.circalighting.com/media/catalog/product/j/n/jn3903albl_1.png,477.0000,,
KW3660,Miramar Accent Lamp,Table > Decorative,Decorative,Miramar2,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw3660cbzab_1.png,401.0000,,
700BCGIAR36,Gia 36" Bath Sconce,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bcgiar636ksled930_6.png,7854.0000,,
